,year,county,cnt
9817,2015,39169,5
9818,2015,39171,4
9819,2015,39173,14
9820,2015,39175,2
9821,2015,40001,1
9822,2015,40005,4
9823,2015,40007,2
9824,2015,40009,4
9825,2015,40011,2
9826,2015,40013,5
9827,2015,40015,1
9828,2015,40017,2
9829,2015,40019,5
9830,2015,40023,2
9831,2015,40025,1
9832,2015,40027,1
9833,2015,40031,2
9834,2015,40033,1
9835,2015,40035,2
9836,2015,40037,1
9837,2015,40039,4
9838,2015,40041,2
9839,2015,40043,1
9840,2015,40047,4
9841,2015,40049,5
9842,2015,40051,4
9843,2015,40063,1
9844,2015,40065,1
9845,2015,40067,1
9846,2015,40071,6
9847,2015,40073,2
9848,2015,40075,1
9849,2015,40079,5
9850,2015,40081,2
9851,2015,40083,1
9852,2015,40085,2
9853,2015,40087,1
9854,2015,40089,5
9855,2015,40091,4
9856,2015,40093,3
9857,2015,40097,2
9858,2015,40099,1
9859,2015,40101,8
9860,2015,40103,4
9861,2015,40105,2
9862,2015,40107,2
9863,2015,40109,18
9864,2015,40111,1
9865,2015,40115,1
9866,2015,40117,2
9867,2015,40119,2
9868,2015,40121,1
9869,2015,40125,2
9870,2015,40127,3
9871,2015,40131,2
9872,2015,40133,2
9873,2015,40135,6
9874,2015,40137,1
9875,2015,40139,4
9876,2015,40143,6
9877,2015,40145,2
9878,2015,40147,3
9879,2015,40149,1
9880,2015,40151,1
9881,2015,40153,2
9882,2015,41001,3
9883,2015,41011,1
9884,2015,41017,1
9885,2015,41019,3
9886,2015,41023,1
9887,2015,41025,3
9888,2015,41029,3
9889,2015,41031,3
9890,2015,41035,4
9891,2015,41037,1
9892,2015,41039,4
9893,2015,41043,4
9894,2015,41045,3
9895,2015,41047,3
9896,2015,41049,3
9897,2015,41051,3
9898,2015,41055,1
9899,2015,41059,6
9900,2015,41061,4
9901,2015,41067,1
9902,2015,42001,2
9903,2015,42003,6
9904,2015,42007,2
9905,2015,42009,9
9906,2015,42011,12
9907,2015,42013,5
9908,2015,42015,5
9909,2015,42017,8
9910,2015,42019,7
9911,2015,42021,3
9912,2015,42025,1
9913,2015,42027,7
9914,2015,42029,3
9915,2015,42033,2
9916,2015,42035,6
9917,2015,42037,3
9918,2015,42039,1
9919,2015,42041,7
9920,2015,42043,6
9921,2015,42045,1
9922,2015,42049,8
9923,2015,42051,2
9924,2015,42055,3
9925,2015,42057,1
9926,2015,42059,2
9927,2015,42061,3
9928,2015,42063,1
9929,2015,42065,5
9930,2015,42067,1
9931,2015,42069,2
9932,2015,42071,7
9933,2015,42073,2
9934,2015,42075,6
9935,2015,42077,3
9936,2015,42079,9
9937,2015,42081,4
9938,2015,42083,1
9939,2015,42085,1
9940,2015,42087,3
9941,2015,42091,4
9942,2015,42095,2
9943,2015,42097,2
9944,2015,42099,3
9945,2015,42101,1
9946,2015,42103,2
9947,2015,42107,8
9948,2015,42109,1
9949,2015,42111,3
9950,2015,42113,1
9951,2015,42115,8
9952,2015,42117,7
9953,2015,42121,2
9954,2015,42123,2
9955,2015,42125,2
9956,2015,42127,3
9957,2015,42129,5
9958,2015,42131,1
9959,2015,42133,6
9960,2015,44003,1
9961,2015,44007,4
9962,2015,45001,1
9963,2015,45003,8
9964,2015,45007,2
9965,2015,45009,1
9966,2015,45015,7
9967,2015,45017,1
9968,2015,45019,8
9969,2015,45021,8
9970,2015,45023,2
9971,2015,45025,4
9972,2015,45027,2
9973,2015,45029,5
9974,2015,45031,2
9975,2015,45033,4
9976,2015,45035,8
9977,2015,45037,2
9978,2015,45039,4
9979,2015,45041,8
9980,2015,45043,4
9981,2015,45045,8
9982,2015,45047,2
9983,2015,45049,1
9984,2015,45051,7
9985,2015,45053,4
9986,2015,45055,1
9987,2015,45059,3
9988,2015,45061,2
9989,2015,45063,13
9990,2015,45067,4
9991,2015,45071,5
9992,2015,45073,1
9993,2015,45075,8
9994,2015,45079,6
9995,2015,45081,2
9996,2015,45083,13
9997,2015,45085,4
9998,2015,45087,1
9999,2015,45089,2
10000,2015,45091,8
10001,2015,46003,2
10002,2015,46005,3
10003,2015,46011,3
10004,2015,46013,2
10005,2015,46015,2
10006,2015,46019,4
10007,2015,46021,1
10008,2015,46023,1
10009,2015,46027,1
10010,2015,46029,3
10011,2015,46033,1
10012,2015,46035,3
10013,2015,46037,2
10014,2015,46047,2
10015,2015,46051,1
10016,2015,46053,2
10017,2015,46055,1
10018,2015,46057,1
10019,2015,46063,1
10020,2015,46065,2
10021,2015,46071,2
10022,2015,46075,1
10023,2015,46079,3
10024,2015,46083,3
10025,2015,46085,4
10026,2015,46087,1
10027,2015,46093,4
10028,2015,46099,8
10029,2015,46101,2
10030,2015,46103,2
10031,2015,46105,1
10032,2015,46109,1
10033,2015,46115,1
10034,2015,46121,1
10035,2015,46123,1
10036,2015,46125,1
10037,2015,46127,2
10038,2015,46129,1
10039,2015,46135,3
10040,2015,47001,2
10041,2015,47005,2
10042,2015,47011,3
10043,2015,47013,1
10044,2015,47017,1
10045,2015,47021,1
10046,2015,47023,2
10047,2015,47029,3
10048,2015,47031,4
10049,2015,47035,3
10050,2015,47037,9
10051,2015,47043,2
10052,2015,47047,3
10053,2015,47053,5
10054,2015,47055,1
10055,2015,47059,4
10056,2015,47065,6
10057,2015,47069,1
10058,2015,47071,4
10059,2015,47075,4
10060,2015,47077,3
10061,2015,47079,1
10062,2015,47085,1
10063,2015,47089,5
10064,2015,47091,1
10065,2015,47093,12
10066,2015,47097,1
10067,2015,47103,2
10068,2015,47105,1
10069,2015,47107,1
10070,2015,47109,1
10071,2015,47113,6
10072,2015,47115,6
10073,2015,47117,2
10074,2015,47119,3
10075,2015,47123,4
10076,2015,47125,1
10077,2015,47131,1
10078,2015,47141,5
10079,2015,47143,1
10080,2015,47145,2
10081,2015,47147,2
10082,2015,47149,7
10083,2015,47157,10
10084,2015,47159,1
10085,2015,47161,1
10086,2015,47163,2
10087,2015,47171,1
10088,2015,47177,2
10089,2015,47187,2
10090,2015,47189,3
10091,2015,48003,2
10092,2015,48005,9
10093,2015,48013,2
10094,2015,48015,3
10095,2015,48021,4
10096,2015,48023,1
10097,2015,48025,1
10098,2015,48027,3
10099,2015,48029,19
10100,2015,48031,2
10101,2015,48037,5
10102,2015,48039,5
10103,2015,48041,3
10104,2015,48043,1
10105,2015,48045,1
10106,2015,48047,2
10107,2015,48051,1
10108,2015,48053,1
10109,2015,48055,3
10110,2015,48057,2
10111,2015,48061,7
10112,2015,48065,1
10113,2015,48067,3
10114,2015,48071,3
10115,2015,48073,4
10116,2015,48075,3
10117,2015,48077,1
10118,2015,48081,1
10119,2015,48085,3
10120,2015,48089,3
10121,2015,48091,1
10122,2015,48097,2
10123,2015,48099,1
10124,2015,48105,1
10125,2015,48107,1
10126,2015,48109,4
10127,2015,48111,2
10128,2015,48113,19
10129,2015,48117,1
10130,2015,48121,6
10131,2015,48123,1
10132,2015,48127,2
10133,2015,48131,1
10134,2015,48133,2
10135,2015,48135,4
10136,2015,48139,9
10137,2015,48141,9
10138,2015,48143,1
10139,2015,48145,2
10140,2015,48147,1
10141,2015,48149,1
10142,2015,48157,6
10143,2015,48159,1
10144,2015,48161,4
10145,2015,48163,6
10146,2015,48165,1
10147,2015,48167,4
10148,2015,48169,1
10149,2015,48171,2
10150,2015,48177,3
10151,2015,48179,3
10152,2015,48183,4
10153,2015,48185,2
10154,2015,48187,6
10155,2015,48189,2
10156,2015,48191,1
10157,2015,48193,2
10158,2015,48201,51
10159,2015,48203,3
10160,2015,48207,1
10161,2015,48209,2
10162,2015,48211,1
10163,2015,48213,1
10164,2015,48215,14
10165,2015,48217,3
10166,2015,48219,1
10167,2015,48221,1
10168,2015,48223,1
10169,2015,48227,3
10170,2015,48229,1
10171,2015,48231,2
10172,2015,48233,1
10173,2015,48235,1
10174,2015,48239,2
10175,2015,48241,3
10176,2015,48245,2
10177,2015,48247,1
10178,2015,48249,7
10179,2015,48251,4
10180,2015,48253,4
10181,2015,48255,2
10182,2015,48257,7
10183,2015,48259,1
10184,2015,48267,4
10185,2015,48271,1
10186,2015,48273,7
10187,2015,48277,2
10188,2015,48279,1
10189,2015,48281,1
10190,2015,48283,3
10191,2015,48287,1
10192,2015,48289,5
10193,2015,48291,1
10194,2015,48293,2
10195,2015,48295,2
10196,2015,48297,5
10197,2015,48303,6
10198,2015,48307,1
10199,2015,48309,6
10200,2015,48311,1
10201,2015,48317,1
10202,2015,48323,3
10203,2015,48325,1
10204,2015,48329,6
10205,2015,48331,2
10206,2015,48337,2
10207,2015,48339,7
10208,2015,48341,1
10209,2015,48343,2
10210,2015,48347,5
10211,2015,48349,4
10212,2015,48351,1
10213,2015,48353,2
10214,2015,48355,10
10215,2015,48357,3
10216,2015,48359,2
10217,2015,48361,3
10218,2015,48363,4
10219,2015,48365,2
10220,2015,48367,5
10221,2015,48369,2
10222,2015,48371,6
10223,2015,48373,6
10224,2015,48375,4
10225,2015,48379,1
10226,2015,48381,5
10227,2015,48383,2
10228,2015,48389,3
10229,2015,48391,2
10230,2015,48395,1
10231,2015,48397,3
10232,2015,48399,1
10233,2015,48401,2
10234,2015,48405,1
10235,2015,48407,2
10236,2015,48409,5
10237,2015,48411,1
10238,2015,48415,1
10239,2015,48419,4
10240,2015,48421,2
10241,2015,48423,8
10242,2015,48427,2
10243,2015,48431,1
10244,2015,48437,1
10245,2015,48439,9
10246,2015,48441,6
10247,2015,48443,1
10248,2015,48445,1
10249,2015,48449,2
10250,2015,48451,3
10251,2015,48453,2
10252,2015,48457,2
10253,2015,48459,1
10254,2015,48463,1
10255,2015,48465,2
10256,2015,48467,4
10257,2015,48469,4
10258,2015,48471,3
10259,2015,48473,5
10260,2015,48475,3
10261,2015,48477,2
10262,2015,48479,8
10263,2015,48481,5
10264,2015,48483,1
10265,2015,48485,4
10266,2015,48487,2
10267,2015,48491,5
10268,2015,48495,1
10269,2015,48497,11
10270,2015,48507,1
10271,2015,49001,2
10272,2015,49003,8
10273,2015,49005,2
10274,2015,49007,1
10275,2015,49011,3
10276,2015,49013,3
10277,2015,49015,2
10278,2015,49017,3
10279,2015,49019,1
10280,2015,49021,3
10281,2015,49023,3
10282,2015,49025,1
10283,2015,49027,6
10284,2015,49035,6
10285,2015,49037,2
10286,2015,49041,4
10287,2015,49043,5
10288,2015,49045,4
10289,2015,49047,3
10290,2015,49049,2
10291,2015,49051,1
10292,2015,49053,5
10293,2015,49057,3
10294,2015,50001,2
10295,2015,50007,1
10296,2015,50011,5
10297,2015,50013,1
10298,2015,50015,2
10299,2015,50017,1
10300,2015,50019,3
10301,2015,50021,4
10302,2015,50023,1
10303,2015,50025,3
10304,2015,50027,1
10305,2015,51001,1
10306,2015,51007,1
10307,2015,51009,3
10308,2015,51011,1
10309,2015,51015,5
10310,2015,51019,3
10311,2015,51021,1
10312,2015,51023,3
10313,2015,51025,2
10314,2015,51031,3
10315,2015,51033,5
10316,2015,51035,4
10317,2015,51041,2
10318,2015,51047,1
10319,2015,51053,1
10320,2015,51061,2
10321,2015,51067,1
10322,2015,51069,3
10323,2015,51077,1
10324,2015,51081,5
10325,2015,51083,2
10326,2015,51085,4
10327,2015,51089,5
10328,2015,51101,1
10329,2015,51109,1
10330,2015,51111,1
10331,2015,51117,4
10332,2015,51119,1
10333,2015,51121,3
10334,2015,51127,3
10335,2015,51131,1
10336,2015,51135,1
10337,2015,51137,1
10338,2015,51143,6
10339,2015,51149,4
10340,2015,51155,2
10341,2015,51163,6
10342,2015,51165,2
10343,2015,51167,1
10344,2015,51169,1
10345,2015,51171,4
10346,2015,51173,2
10347,2015,51175,5
10348,2015,51177,1
10349,2015,51179,1
10350,2015,51183,1
10351,2015,51185,1
10352,2015,51187,1
10353,2015,51191,1
10354,2015,51195,4
10355,2015,51197,10
10356,2015,51520,1
10357,2015,51550,2
10358,2015,51680,1
10359,2015,51700,1
10360,2015,51710,1
10361,2015,51740,1
10362,2015,51770,1
10363,2015,51800,5
10364,2015,51810,1
10365,2015,53001,4
10366,2015,53005,4
10367,2015,53007,2
10368,2015,53011,1
10369,2015,53015,2
10370,2015,53017,2
10371,2015,53021,2
10372,2015,53023,1
10373,2015,53025,3
10374,2015,53027,1
10375,2015,53033,4
10376,2015,53037,3
10377,2015,53041,4
10378,2015,53043,1
10379,2015,53047,1
10380,2015,53053,4
10381,2015,53057,1
10382,2015,53061,2
10383,2015,53063,5
10384,2015,53067,1
10385,2015,53073,3
10386,2015,53077,5
10387,2015,54007,3
10388,2015,54011,1
10389,2015,54015,2
10390,2015,54017,2
10391,2015,54025,2
10392,2015,54027,1
10393,2015,54029,1
10394,2015,54035,3
10395,2015,54039,4
10396,2015,54041,1
10397,2015,54049,2
10398,2015,54055,1
10399,2015,54061,1
10400,2015,54065,1
10401,2015,54067,2
10402,2015,54069,1
10403,2015,54077,2
10404,2015,54079,2
10405,2015,54081,2
10406,2015,54103,1
10407,2015,54107,2
10408,2015,55001,2
10409,2015,55003,1
10410,2015,55005,3
10411,2015,55007,1
10412,2015,55009,11
10413,2015,55015,6
10414,2015,55017,4
10415,2015,55019,1
10416,2015,55021,4
10417,2015,55023,3
10418,2015,55025,5
10419,2015,55027,5
10420,2015,55031,2
10421,2015,55033,2
10422,2015,55035,4
10423,2015,55039,7
10424,2015,55041,2
10425,2015,55043,4
10426,2015,55045,4
10427,2015,55049,1
10428,2015,55051,1
10429,2015,55053,4
10430,2015,55055,6
10431,2015,55057,8
10432,2015,55059,4
10433,2015,55063,6
10434,2015,55065,3
10435,2015,55067,4
10436,2015,55069,3
10437,2015,55071,5
10438,2015,55073,8
10439,2015,55075,3
10440,2015,55077,2
10441,2015,55079,5
10442,2015,55081,6
10443,2015,55083,6
10444,2015,55085,4
10445,2015,55087,9
10446,2015,55089,1
10447,2015,55091,1
10448,2015,55095,2
10449,2015,55097,4
10450,2015,55099,4
10451,2015,55101,5
10452,2015,55103,2
10453,2015,55105,7
10454,2015,55107,2
10455,2015,55109,5
10456,2015,55111,2
10457,2015,55113,1
10458,2015,55115,6
10459,2015,55117,7
10460,2015,55119,1
10461,2015,55121,8
10462,2015,55123,2
10463,2015,55125,3
10464,2015,55127,2
10465,2015,55129,2
10466,2015,55131,6
10467,2015,55133,5
10468,2015,55135,5
10469,2015,55137,6
10470,2015,55139,6
10471,2015,55141,6
10472,2015,56001,5
10473,2015,56003,2
10474,2015,56005,4
10475,2015,56007,5
10476,2015,56009,2
10477,2015,56011,2
10478,2015,56013,2
10479,2015,56015,1
10480,2015,56017,1
10481,2015,56019,2
10482,2015,56021,11
10483,2015,56023,3
10484,2015,56025,5
10485,2015,56027,2
10486,2015,56029,1
10487,2015,56031,5
10488,2015,56033,1
10489,2015,56037,6
10490,2015,56039,1
10491,2015,56041,2
10492,2015,56043,1
10493,2015,56045,1
10494,2016,01001,1
10495,2016,01003,5
10496,2016,01005,1
10497,2016,01007,1
10498,2016,01011,1
10499,2016,01015,1
10500,2016,01017,2
10501,2016,01019,1
10502,2016,01021,7
10503,2016,01023,2
10504,2016,01025,7
10505,2016,01029,3
10506,2016,01031,3
10507,2016,01033,6
10508,2016,01035,4
10509,2016,01037,1
10510,2016,01039,3
10511,2016,01041,1
10512,2016,01043,7
10513,2016,01045,6
10514,2016,01047,4
10515,2016,01049,2
10516,2016,01051,2
10517,2016,01053,11
10518,2016,01055,4
10519,2016,01057,3
10520,2016,01063,3
10521,2016,01067,4
10522,2016,01069,5
10523,2016,01071,4
10524,2016,01073,9
10525,2016,01079,4
10526,2016,01081,3
10527,2016,01085,2
10528,2016,01087,4
10529,2016,01089,1
10530,2016,01091,1
10531,2016,01093,4
10532,2016,01095,2
10533,2016,01097,9
10534,2016,01099,1
10535,2016,01101,3
10536,2016,01103,6
10537,2016,01107,1
10538,2016,01109,3
10539,2016,01111,1
10540,2016,01113,2
10541,2016,01115,3
10542,2016,01117,4
10543,2016,01119,2
10544,2016,01121,7
10545,2016,01123,2
10546,2016,01125,8
10547,2016,01127,2
10548,2016,01133,2
10549,2016,02020,1
10550,2016,02066,3
10551,2016,02068,1
10552,2016,02090,1
10553,2016,02100,1
10554,2016,02122,3
10555,2016,02170,2
10556,2016,02240,4
10557,2016,02290,2
10558,2016,04001,2
10559,2016,04003,3
10560,2016,04005,6
10561,2016,04007,1
10562,2016,04009,3
10563,2016,04012,5
10564,2016,04013,17
10565,2016,04015,8
10566,2016,04017,6
10567,2016,04019,3
10568,2016,04021,7
10569,2016,04023,2
10570,2016,04025,3
10571,2016,04027,4
10572,2016,05001,2
10573,2016,05003,2
10574,2016,05005,2
10575,2016,05007,2
10576,2016,05009,1
10577,2016,05011,1
10578,2016,05013,1
10579,2016,05015,1
10580,2016,05017,2
10581,2016,05019,3
10582,2016,05023,1
10583,2016,05027,1
10584,2016,05029,1
10585,2016,05031,2
10586,2016,05033,2
10587,2016,05035,9
10588,2016,05037,1
10589,2016,05039,1
10590,2016,05043,2
10591,2016,05045,2
10592,2016,05047,4
10593,2016,05051,2
10594,2016,05055,1
10595,2016,05057,2
10596,2016,05059,2
10597,2016,05061,1
10598,2016,05063,2
10599,2016,05067,2
10600,2016,05069,4
10601,2016,05071,2
10602,2016,05075,1
10603,2016,05079,1
10604,2016,05081,1
10605,2016,05085,3
10606,2016,05087,1
10607,2016,05091,1
10608,2016,05093,3
10609,2016,05095,1
10610,2016,05099,4
10611,2016,05103,2
10612,2016,05107,1
10613,2016,05111,2
10614,2016,05113,2
10615,2016,05115,4
10616,2016,05117,1
10617,2016,05119,12
10618,2016,05123,4
10619,2016,05125,3
10620,2016,05127,1
10621,2016,05131,3
10622,2016,05133,1
10623,2016,05135,1
10624,2016,05137,1
10625,2016,05139,6
10626,2016,05141,3
10627,2016,05143,5
10628,2016,05145,7
10629,2016,05147,2
10630,2016,06001,5
10631,2016,06007,1
10632,2016,06013,2
10633,2016,06019,12
10634,2016,06021,1
10635,2016,06023,2
10636,2016,06025,2
10637,2016,06027,2
10638,2016,06029,22
10639,2016,06031,2
10640,2016,06033,3
10641,2016,06037,20
10642,2016,06039,2
10643,2016,06045,1
10644,2016,06047,5
10645,2016,06051,2
10646,2016,06053,3
10647,2016,06061,1
10648,2016,06063,1
10649,2016,06065,15
10650,2016,06067,1
10651,2016,06069,1
10652,2016,06071,22
10653,2016,06073,7
10654,2016,06077,12
10655,2016,06079,3
10656,2016,06081,2
10657,2016,06085,4
10658,2016,06087,1
10659,2016,06089,3
10660,2016,06093,1
10661,2016,06095,3
10662,2016,06097,1
10663,2016,06099,3
10664,2016,06101,2
10665,2016,06103,5
10666,2016,06107,11
10667,2016,06111,1
10668,2016,06113,4
10669,2016,08001,8
10670,2016,08003,2
10671,2016,08009,1
10672,2016,08013,2
10673,2016,08015,1
10674,2016,08019,1
10675,2016,08025,1
10676,2016,08031,2
10677,2016,08035,1
10678,2016,08041,3
10679,2016,08043,1
10680,2016,08045,2
10681,2016,08055,1
10682,2016,08059,2
10683,2016,08063,5
10684,2016,08067,1
10685,2016,08069,1
10686,2016,08071,1
10687,2016,08073,5
10688,2016,08075,4
10689,2016,08077,5
10690,2016,08081,1
10691,2016,08083,1
10692,2016,08085,2
10693,2016,08087,5
10694,2016,08089,2
10695,2016,08093,1
10696,2016,08099,3
10697,2016,08101,2
10698,2016,08103,2
10699,2016,08105,1
10700,2016,08109,1
10701,2016,08123,9
10702,2016,08125,2
10703,2016,09001,1
10704,2016,09003,3
10705,2016,09009,7
10706,2016,09011,3
10707,2016,09013,1
10708,2016,09015,1
10709,2016,10001,1
10710,2016,10003,7
10711,2016,10005,6
10712,2016,12001,2
10713,2016,12003,3
10714,2016,12005,3
10715,2016,12009,5
10716,2016,12011,7
10717,2016,12015,1
10718,2016,12019,3
10719,2016,12021,1
10720,2016,12023,4
10721,2016,12031,8
10722,2016,12033,2
10723,2016,12039,2
10724,2016,12047,3
10725,2016,12051,2
10726,2016,12053,1
10727,2016,12055,3
10728,2016,12057,9
10729,2016,12061,3
10730,2016,12063,5
10731,2016,12065,1
10732,2016,12067,2
10733,2016,12069,4
10734,2016,12071,2
10735,2016,12079,3
10736,2016,12081,3
10737,2016,12083,6
10738,2016,12086,9
10739,2016,12093,3
10740,2016,12095,6
10741,2016,12097,3
10742,2016,12099,4
10743,2016,12101,3
10744,2016,12103,3
10745,2016,12105,7
10746,2016,12107,1
10747,2016,12109,4
10748,2016,12111,5
10749,2016,12113,1
10750,2016,12115,1
10751,2016,12117,1
10752,2016,12119,7
10753,2016,12123,3
10754,2016,12125,1
10755,2016,12127,1
10756,2016,12129,1
10757,2016,12131,2
10758,2016,13001,2
10759,2016,13003,2
10760,2016,13005,3
10761,2016,13011,2
10762,2016,13013,3
10763,2016,13015,7
10764,2016,13017,1
10765,2016,13021,4
10766,2016,13023,1
10767,2016,13029,3
10768,2016,13031,2
10769,2016,13035,7
10770,2016,13039,6
10771,2016,13043,3
10772,2016,13045,6
10773,2016,13047,4
10774,2016,13049,1
10775,2016,13051,5
10776,2016,13053,1
10777,2016,13055,1
10778,2016,13059,2
10779,2016,13063,3
10780,2016,13065,1
10781,2016,13069,4
10782,2016,13071,1
10783,2016,13073,3
10784,2016,13075,2
10785,2016,13077,2
10786,2016,13081,1
10787,2016,13083,4
10788,2016,13087,5
10789,2016,13089,7
10790,2016,13091,1
10791,2016,13093,2
10792,2016,13095,1
10793,2016,13097,1
10794,2016,13101,4
10795,2016,13103,1
10796,2016,13105,2
10797,2016,13107,1
10798,2016,13111,1
10799,2016,13113,1
10800,2016,13115,4
10801,2016,13117,1
10802,2016,13119,5
10803,2016,13121,7
10804,2016,13127,5
10805,2016,13129,2
10806,2016,13131,2
10807,2016,13133,1
10808,2016,13135,2
10809,2016,13137,1
10810,2016,13139,3
10811,2016,13143,4
10812,2016,13145,2
10813,2016,13151,2
10814,2016,13153,2
10815,2016,13155,1
10816,2016,13157,4
10817,2016,13161,2
10818,2016,13163,4
10819,2016,13165,1
10820,2016,13175,7
10821,2016,13179,1
10822,2016,13181,1
10823,2016,13185,3
10824,2016,13189,3
10825,2016,13191,1
10826,2016,13197,1
10827,2016,13205,2
10828,2016,13207,1
10829,2016,13209,1
10830,2016,13211,2
10831,2016,13213,3
10832,2016,13215,4
10833,2016,13217,1
10834,2016,13219,2
10835,2016,13225,3
10836,2016,13233,2
10837,2016,13237,2
10838,2016,13241,1
10839,2016,13243,1
10840,2016,13245,5
10841,2016,13251,1
10842,2016,13253,1
10843,2016,13259,1
10844,2016,13261,4
10845,2016,13271,1
10846,2016,13273,2
10847,2016,13275,6
10848,2016,13277,2
10849,2016,13285,4
10850,2016,13287,1
10851,2016,13289,2
10852,2016,13293,2
10853,2016,13297,1
10854,2016,13299,3
10855,2016,13303,1
10856,2016,13305,2
10857,2016,13309,1
10858,2016,13311,1
10859,2016,13313,3
10860,2016,13317,1
10861,2016,13321,1
10862,2016,16001,2
10863,2016,16003,1
10864,2016,16005,6
10865,2016,16007,1
10866,2016,16011,6
10867,2016,16017,2
10868,2016,16019,5
10869,2016,16021,2
10870,2016,16023,1
10871,2016,16027,8
10872,2016,16033,1
10873,2016,16035,1
10874,2016,16039,2
10875,2016,16047,3
10876,2016,16049,1
10877,2016,16051,1
10878,2016,16053,3
10879,2016,16055,3
10880,2016,16059,1
10881,2016,16067,2
10882,2016,16069,2
10883,2016,16073,1
10884,2016,16079,1
10885,2016,17005,1
10886,2016,17007,2
10887,2016,17009,2
10888,2016,17011,2
10889,2016,17017,2
10890,2016,17019,2
10891,2016,17023,3
10892,2016,17027,1
10893,2016,17031,20
10894,2016,17033,1
10895,2016,17035,1
10896,2016,17037,2
10897,2016,17039,1
10898,2016,17041,3
10899,2016,17043,9
10900,2016,17049,6
10901,2016,17051,3
10902,2016,17055,1
10903,2016,17063,4
10904,2016,17073,4
10905,2016,17075,5
10906,2016,17081,5
10907,2016,17085,3
10908,2016,17089,4
10909,2016,17091,4
10910,2016,17093,3
10911,2016,17095,3
10912,2016,17097,8
10913,2016,17099,13
10914,2016,17103,1
10915,2016,17105,5
10916,2016,17107,2
10917,2016,17113,11
10918,2016,17115,3
10919,2016,17119,6
10920,2016,17125,1
10921,2016,17127,1
10922,2016,17135,2
10923,2016,17137,2
10924,2016,17141,5
10925,2016,17143,4
10926,2016,17149,2
10927,2016,17153,1
10928,2016,17155,1
10929,2016,17159,1
10930,2016,17161,2
10931,2016,17163,3
10932,2016,17165,1
10933,2016,17167,5
10934,2016,17177,1
10935,2016,17179,2
10936,2016,17183,3
10937,2016,17189,3
10938,2016,17193,2
10939,2016,17195,1
10940,2016,17197,14
10941,2016,17199,2
10942,2016,17201,10
10943,2016,17203,5
10944,2016,18001,2
10945,2016,18003,7
10946,2016,18005,1
10947,2016,18007,1
10948,2016,18011,5
10949,2016,18017,1
10950,2016,18019,3
10951,2016,18021,3
10952,2016,18023,1
10953,2016,18025,2
10954,2016,18027,1
10955,2016,18029,2
10956,2016,18031,2
10957,2016,18033,3
10958,2016,18035,7
10959,2016,18037,1
10960,2016,18039,11
10961,2016,18043,1
10962,2016,18045,1
10963,2016,18049,1
10964,2016,18051,4
10965,2016,18053,5
10966,2016,18055,4
10967,2016,18059,2
10968,2016,18063,2
10969,2016,18065,5
10970,2016,18067,2
10971,2016,18069,1
10972,2016,18071,1
10973,2016,18073,8
10974,2016,18075,1
10975,2016,18081,4
10976,2016,18083,3
10977,2016,18085,2
10978,2016,18087,4
10979,2016,18089,15
10980,2016,18091,9
10981,2016,18093,1
10982,2016,18095,2
10983,2016,18097,4
10984,2016,18099,2
10985,2016,18101,1
10986,2016,18103,1
10987,2016,18105,1
10988,2016,18107,1
10989,2016,18109,3
10990,2016,18111,2
10991,2016,18127,8
10992,2016,18129,1
10993,2016,18131,3
10994,2016,18133,1
10995,2016,18135,1
10996,2016,18141,3
10997,2016,18143,1
10998,2016,18145,3
10999,2016,18147,1
11000,2016,18149,2
11001,2016,18151,7
11002,2016,18153,2
11003,2016,18157,2
11004,2016,18163,2
11005,2016,18165,1
11006,2016,18167,1
11007,2016,18169,1
11008,2016,18177,2
11009,2016,18183,1
11010,2016,19001,2
11011,2016,19005,3
11012,2016,19007,1
11013,2016,19011,2
11014,2016,19013,5
11015,2016,19017,2
11016,2016,19019,1
11017,2016,19021,1
11018,2016,19023,1
11019,2016,19027,2
11020,2016,19029,1
11021,2016,19031,2
11022,2016,19033,2
11023,2016,19035,1
11024,2016,19037,2
11025,2016,19039,3
11026,2016,19041,1
11027,2016,19043,1
11028,2016,19045,5
11029,2016,19047,1
11030,2016,19053,1
11031,2016,19055,4
11032,2016,19057,2
11033,2016,19059,1
11034,2016,19061,6
11035,2016,19065,1
11036,2016,19067,2
11037,2016,19069,1
11038,2016,19071,2
11039,2016,19073,1
11040,2016,19075,1
11041,2016,19077,1
11042,2016,19079,5
11043,2016,19085,2
11044,2016,19087,2
11045,2016,19089,3
11046,2016,19091,2
11047,2016,19093,1
11048,2016,19095,2
11049,2016,19097,1
11050,2016,19099,4
11051,2016,19101,1
11052,2016,19103,1
11053,2016,19105,4
11054,2016,19109,2
11055,2016,19111,3
11056,2016,19113,3
11057,2016,19115,2
11058,2016,19117,2
11059,2016,19121,1
11060,2016,19123,1
11061,2016,19125,1
11062,2016,19127,1
11063,2016,19133,2
11064,2016,19137,2
11065,2016,19139,4
11066,2016,19143,2
11067,2016,19149,1
11068,2016,19153,5
11069,2016,19155,6
11070,2016,19157,4
11071,2016,19163,6
11072,2016,19165,2
11073,2016,19167,1
11074,2016,19169,1
11075,2016,19171,2
11076,2016,19177,1
11077,2016,19179,4
11078,2016,19181,1
11079,2016,19183,3
11080,2016,19191,1
11081,2016,19193,4
11082,2016,19197,1
11083,2016,20001,2
11084,2016,20003,1
11085,2016,20007,1
11086,2016,20009,1
11087,2016,20011,2
